,ESTADO,PRODUTO,MES_ANO,VL_VENDA
772,AC,GASOLINA,06/2017,3.773809523809524
773,AC,GASOLINA,06/2018,4.454545454545454
774,AC,GASOLINA,06/2019,4.365384615384615
775,AC,GASOLINA,06/2020,4.153846153846154
776,AC,GASOLINA,06/2021,6.0606060606060606
777,AC,GASOLINA,06/2022,6.555555555555555
778,AC,GASOLINA,06/2023,6.208333333333333
779,AC,GASOLINA,06/2024,6.05
780,AC,GASOLINA,07/2004,2.0
781,AC,GASOLINA,07/2005,2.1237113402061856
782,AC,GASOLINA,07/2006,2.303030303030303
783,AC,GASOLINA,07/2007,2.2110091743119265
784,AC,GASOLINA,07/2008,2.391304347826087
785,AC,GASOLINA,07/2009,2.3714285714285714
786,AC,GASOLINA,07/2010,2.440677966101695
787,AC,GASOLINA,07/2011,3.0
788,AC,GASOLINA,07/2012,3.0
789,AC,GASOLINA,07/2013,3.0
790,AC,GASOLINA,07/2014,3.0
791,AC,GASOLINA,07/2015,3.216494845360825
792,AC,GASOLINA,07/2016,3.4788732394366195
793,AC,GASOLINA,07/2017,4.043478260869565
794,AC,GASOLINA,07/2018,4.333333333333333
795,AC,GASOLINA,07/2019,4.105263157894737
796,AC,GASOLINA,07/2020,4.017543859649122
797,AC,GASOLINA,07/2021,6.067796610169491
798,AC,GASOLINA,07/2022,6.09375
799,AC,GASOLINA,07/2023,6.076923076923077
800,AC,GASOLINA,07/2024,6.886363636363637
801,AC,GASOLINA,08/2004,2.071428571428572
802,AC,GASOLINA,08/2005,2.06
803,AC,GASOLINA,08/2006,2.3363636363636364
804,AC,GASOLINA,08/2007,2.3797468354430378
805,AC,GASOLINA,08/2008,2.609375
806,AC,GASOLINA,08/2009,2.320987654320988
807,AC,GASOLINA,08/2010,2.8656716417910446
808,AC,GASOLINA,08/2011,2.95
809,AC,GASOLINA,08/2012,2.99
810,AC,GASOLINA,08/2013,3.0
811,AC,GASOLINA,08/2014,3.0
812,AC,GASOLINA,08/2015,3.1041666666666665
813,AC,GASOLINA,08/2016,3.64
814,AC,GASOLINA,08/2017,3.987012987012987
815,AC,GASOLINA,08/2018,4.14
816,AC,GASOLINA,08/2019,4.769230769230769
817,AC,GASOLINA,08/2020,4.027027027027027
818,AC,GASOLINA,08/2021,6.1688311688311686
819,AC,GASOLINA,08/2022,6.223529411764706
820,AC,GASOLINA,08/2023,5.477272727272728
821,AC,GASOLINA,08/2024,6.470588235294118
822,AC,GASOLINA,09/2004,2.097560975609756
823,AC,GASOLINA,09/2005,2.0
824,AC,GASOLINA,09/2006,2.86046511627907
825,AC,GASOLINA,09/2007,2.330827067669173
826,AC,GASOLINA,09/2008,2.3943661971830985
827,AC,GASOLINA,09/2009,2.210526315789474
828,AC,GASOLINA,09/2010,2.377551020408163
829,AC,GASOLINA,09/2011,2.6148148148148147
830,AC,GASOLINA,09/2012,3.0
831,AC,GASOLINA,09/2013,3.0
832,AC,GASOLINA,09/2014,3.0
833,AC,GASOLINA,09/2015,3.555555555555556
834,AC,GASOLINA,09/2016,3.5428571428571427
835,AC,GASOLINA,09/2017,4.0
836,AC,GASOLINA,09/2018,4.044444444444444
837,AC,GASOLINA,09/2019,4.102272727272728
838,AC,GASOLINA,09/2020,4.438356164383562
839,AC,GASOLINA,09/2021,6.026315789473684
840,AC,GASOLINA,09/2022,5.0
841,AC,GASOLINA,09/2023,6.0
842,AC,GASOLINA,09/2024,6.111111111111111
843,AC,GASOLINA,10/2004,2.0265486725663715
844,AC,GASOLINA,10/2005,2.1346153846153846
845,AC,GASOLINA,10/2006,2.347368421052632
846,AC,GASOLINA,10/2007,2.632911392405063
847,AC,GASOLINA,10/2008,2.3956043956043955
848,AC,GASOLINA,10/2009,2.5357142857142856
849,AC,GASOLINA,10/2010,2.4615384615384617
850,AC,GASOLINA,10/2011,2.935483870967742
851,AC,GASOLINA,10/2012,3.0
852,AC,GASOLINA,10/2013,3.0
853,AC,GASOLINA,10/2014,3.0
854,AC,GASOLINA,10/2015,3.29126213592233
855,AC,GASOLINA,10/2016,4.0
856,AC,GASOLINA,10/2017,4.171428571428572
857,AC,GASOLINA,10/2018,4.25
858,AC,GASOLINA,10/2019,4.256410256410256
859,AC,GASOLINA,10/2020,4.1875
860,AC,GASOLINA,10/2021,5.596774193548387
861,AC,GASOLINA,10/2022,6.2388059701492535
862,AC,GASOLINA,10/2023,6.285714285714286
863,AC,GASOLINA,10/2024,6.53125
864,AC,GASOLINA,11/2004,2.2222222222222223
865,AC,GASOLINA,11/2005,2.1079136690647484
866,AC,GASOLINA,11/2006,2.2976190476190474
867,AC,GASOLINA,11/2007,2.358974358974359
868,AC,GASOLINA,11/2008,2.5
869,AC,GASOLINA,11/2009,2.157303370786517
870,AC,GASOLINA,11/2010,2.6091954022988504
871,AC,GASOLINA,11/2011,2.780952380952381
872,AC,GASOLINA,11/2012,3.0
873,AC,GASOLINA,11/2013,3.0
874,AC,GASOLINA,11/2014,3.0
875,AC,GASOLINA,11/2015,3.25
876,AC,GASOLINA,11/2016,3.5346534653465347
877,AC,GASOLINA,11/2017,3.740740740740741
878,AC,GASOLINA,11/2018,4.628205128205129
879,AC,GASOLINA,11/2019,4.12
880,AC,GASOLINA,11/2020,4.2
881,AC,GASOLINA,11/2021,5.921568627450981
882,AC,GASOLINA,11/2022,6.35
883,AC,GASOLINA,11/2023,6.238095238095238
884,AC,GASOLINA,11/2024,6.658536585365853
885,AC,GASOLINA,12/2004,2.0
886,AC,GASOLINA,12/2005,2.203703703703704
887,AC,GASOLINA,12/2006,2.251968503937008
888,AC,GASOLINA,12/2007,2.340659340659341
889,AC,GASOLINA,12/2008,2.351851851851852
890,AC,GASOLINA,12/2009,2.5
891,AC,GASOLINA,12/2010,2.2795698924731185
892,AC,GASOLINA,12/2011,2.929292929292929
893,AC,GASOLINA,12/2012,3.0
894,AC,GASOLINA,12/2013,3.0
895,AC,GASOLINA,12/2014,3.0
896,AC,GASOLINA,12/2015,3.45
897,AC,GASOLINA,12/2016,4.0
898,AC,GASOLINA,12/2017,4.0
899,AC,GASOLINA,12/2018,4.261904761904762
900,AC,GASOLINA,12/2019,4.131578947368421
901,AC,GASOLINA,12/2020,4.107142857142857
902,AC,GASOLINA,12/2021,5.75
903,AC,GASOLINA,12/2022,6.595744680851064
904,AC,GASOLINA,12/2023,5.6938775510204085
905,AC,GASOLINA,12/2024,6.956521739130435
906,AC,GASOLINA,<NA>/<NA>,3.341056463539494
1631,AL,GASOLINA,01/2004,2.0
1632,AL,GASOLINA,01/2005,2.0
1633,AL,GASOLINA,01/2006,2.0
1634,AL,GASOLINA,01/2007,2.0
1635,AL,GASOLINA,01/2008,2.0
1636,AL,GASOLINA,01/2009,2.0
1637,AL,GASOLINA,01/2010,2.0
1638,AL,GASOLINA,01/2011,2.0
1639,AL,GASOLINA,01/2012,2.0
1640,AL,GASOLINA,01/2013,2.0604026845637584
1641,AL,GASOLINA,01/2014,2.389610389610389
1642,AL,GASOLINA,01/2015,2.890909090909091
